acc_days,failed_logins,is_vpn_or_proxy,transaction_amount,is_card_blacklisted,is_multiple_cards_used,items_quantity,pages_viewed,device_change_during_session,category,purchase_frequency_user,is_fraud,email
1332,5,False,52.14,False,False,5,13,False,Fashion,3,0,l7dao105@outlook.com
1407,2,False,912.03,False,True,5,7,False,Fashion,29,0,ivqwmrax@yahoo.com
659,1,False,407.55,False,True,1,13,False,Home Appliances,23,0,s2knw0yk@yahoo.com
1341,1,False,1107.34,False,True,1,10,False,Beauty,26,0,9t5kfnyt@yahoo.com
745,3,False,856.9,False,False,3,11,False,Home Appliances,10,0,avdw8xjm@gmail.com
1391,5,False,347.2,False,True,3,18,False,Fashion,15,0,l3zom1qf@gmail.com
1249,0,True,1328.35,False,False,3,2,False,Home Appliances,26,0,8l5c1c0l@outlook.com
1018,3,False,888.85,False,False,5,3,False,Groceries,8,0,opq9ie7p@outlook.com
946,0,False,301.47,False,True,4,19,False,Groceries,24,0,qwosqcda@outlook.com
478,4,False,44.28,False,True,4,4,False,Fashion,19,0,wdky27v3@gmail.com
492,5,False,1158.86,False,False,1,10,False,Home Appliances,19,0,9axvdt5l@gmail.com
748,2,False,1066.15,False,True,2,17,False,Groceries,21,0,4bzbl37v@yahoo.com
1358,0,False,113.93,True,True,4,7,True,Fashion,3,0,x8kch8gj@outlook.com
1803,3,False,1282.21,False,True,2,7,False,Home Appliances,4,0,wwav7u7q@outlook.com
1323,5,False,1064.97,False,True,1,15,False,Home Appliances,9,0,l9l9gnqz@outlook.com
1280,3,False,679.65,False,False,4,6,False,Beauty,10,0,is9aq437@yahoo.com
1895,0,False,1312.55,False,False,3,4,False,Groceries,22,0,jd40b5a3@gmail.com
1643,1,False,152.82,False,True,5,9,False,Beauty,28,0,r8ra6i1t@yahoo.com
1830,5,False,205.23,False,False,5,2,False,Home Appliances,2,0,6zo3vza6@gmail.com
933,3,False,204.35,False,True,5,13,False,Electronics,16,0,tdkrxg9z@outlook.com
1912,4,False,242.33,False,True,5,4,False,Groceries,28,0,7ckrzkt4@yahoo.com
1599,1,False,829.8,False,True,5,6,False,Groceries,10,0,wz373j4u@outlook.com
786,2,False,1219.8,False,False,4,16,False,Electronics,21,0,snftxhws@outlook.com
1194,3,False,35.74,False,False,4,2,False,Fashion,15,0,a4aemh7q@yahoo.com
607,4,False,1070.28,False,True,2,5,False,Groceries,26,0,5quyhgc4@yahoo.com
1521,1,False,878.81,False,False,2,13,False,Beauty,25,0,z03l8x7g@outlook.com
704,0,False,927.1,False,True,5,11,False,Groceries,29,0,xzz8lbj4@yahoo.com
1246,0,False,123.07,False,False,3,14,False,Groceries,28,0,l88f4mnw@outlook.com
1971,4,False,587.29,False,False,4,16,False,Beauty,12,0,w2pbapdl@gmail.com
1166,4,False,734.46,False,True,3,20,False,Fashion,24,0,e9hngj91@gmail.com
694,3,True,124.09,False,False,4,8,False,Home Appliances,29,0,3wwf88a4@yahoo.com
1634,4,False,753.65,False,True,4,5,False,Groceries,6,0,3jfk6n0u@outlook.com
747,0,True,435.11,True,False,2,8,False,Groceries,12,0,dt6ww42m@gmail.com
956,4,True,39.27,False,False,5,10,False,Fashion,15,0,6tmtkafa@yahoo.com
1875,2,False,357.63,False,True,3,6,False,Fashion,29,0,2yqy2yhj@gmail.com
775,5,False,141.41,False,True,5,13,False,Groceries,10,0,1ka2ys3a@gmail.com
1943,4,False,546.61,False,True,3,4,False,Electronics,5,0,gr50wcar@gmail.com
529,5,False,198.7,False,False,5,17,False,Fashion,23,0,78ygfqqk@yahoo.com
1936,0,False,1468.38,False,False,4,20,False,Electronics,8,0,60yboi1u@yahoo.com
1536,0,False,1466.82,False,True,4,19,False,Groceries,2,0,v1utqzzg@outlook.com
673,4,True,957.37,False,False,5,19,False,Beauty,25,0,rzmxg2pm@outlook.com
666,3,False,307.34,False,True,4,8,False,Electronics,25,0,vbgju15w@yahoo.com
1976,4,False,874.71,False,False,5,13,False,Beauty,11,0,1r61kwh2@gmail.com
483,0,False,944.55,False,False,1,8,True,Electronics,11,0,2uvr1u6c@yahoo.com
10,5,True,16565.0,True,False,6,11,True,Groceries,17,1,hbe7bokc@outlook.com
1512,3,False,919.7,False,True,4,1,False,Groceries,19,0,2imip3x8@gmail.com
1837,1,True,982.64,False,False,4,2,False,Beauty,8,0,01vqel8y@yahoo.com
641,3,False,442.61,False,True,3,8,False,Home Appliances,23,0,9oy6lg4l@outlook.com
483,2,False,789.54,False,False,4,1,False,Electronics,6,0,bq1xj3so@outlook.com
720,1,False,888.98,False,False,1,12,False,Home Appliances,3,0,vzb1jcss@gmail.com
1358,5,False,1414.84,False,False,1,12,False,Groceries,26,0,vuqt0bbl@outlook.com
1251,4,False,45.49,True,True,2,3,False,Beauty,17,0,37hjpjg2@yahoo.com
814,0,False,976.99,False,False,1,1,False,Electronics,26,0,5qwkcj5x@outlook.com
371,1,False,771.72,False,False,4,20,False,Fashion,4,0,51akxpb6@yahoo.com
1721,5,False,1494.89,False,True,1,20,False,Electronics,28,0,283xd8e2@gmail.com
386,1,False,1231.41,False,True,3,14,False,Fashion,3,0,n1lgv5az@gmail.com
412,5,False,930.44,False,False,4,16,False,Fashion,17,0,npv8mz42@yahoo.com
543,0,False,1021.9,False,True,1,3,False,Home Appliances,25,0,soitlxdd@yahoo.com
1798,4,False,705.23,False,False,4,6,False,Groceries,21,0,0n36jlq5@gmail.com
465,5,False,268.42,False,False,4,6,False,Groceries,6,0,9egmiu1n@outlook.com
895,4,False,1122.78,False,True,2,20,False,Home Appliances,2,0,gsm3uz9e@yahoo.com
1132,3,True,1263.4,True,False,4,20,True,Beauty,15,0,re0irfck@outlook.com
1095,2,False,886.56,False,False,2,8,False,Home Appliances,13,0,srumamft@yahoo.com
392,0,False,676.35,False,False,4,7,False,Groceries,15,0,lzuai5in@outlook.com
954,4,False,1359.52,False,True,4,12,False,Home Appliances,9,0,9ymkq28y@gmail.com
1022,2,False,504.28,False,False,2,2,True,Beauty,19,0,ukxfhyo8@yahoo.com
1299,1,True,417.15,False,False,4,14,False,Home Appliances,14,0,7pmdojot@gmail.com
1540,1,False,667.05,False,True,3,14,False,Electronics,24,0,4zeaw2xa@outlook.com
1709,1,False,401.01,False,True,2,11,False,Home Appliances,20,0,tgvdz62o@gmail.com
733,4,False,697.59,False,True,3,19,False,Electronics,5,0,8rt9bjjz@outlook.com
1299,5,True,1484.16,False,False,1,15,False,Groceries,6,0,0j5k4v8x@yahoo.com
517,3,False,1011.5,False,False,1,9,False,Beauty,1,0,xcm6k5ij@outlook.com
1127,3,False,1229.97,False,True,4,19,False,Electronics,22,0,gliftxkd@gmail.com
1971,3,False,980.14,False,True,4,8,False,Groceries,18,0,tfm78e5k@gmail.com
478,3,False,1306.52,False,True,4,5,False,Electronics,19,0,dvuiqh9o@gmail.com
742,3,False,219.51,False,True,3,7,False,Fashion,30,0,ixv0iix3@gmail.com
530,0,False,1079.87,False,False,2,4,False,Groceries,7,0,m7r4a5ou@outlook.com
1189,3,True,1189.68,False,False,5,12,False,Beauty,9,0,xfabu4tp@gmail.com
899,1,False,780.24,False,True,2,15,False,Electronics,16,0,n7q6z4wo@yahoo.com
1487,0,True,639.62,False,True,3,10,False,Home Appliances,5,0,0w1h7938@outlook.com
1161,5,False,1395.25,False,True,3,13,False,Electronics,15,0,9twi7cni@gmail.com
1726,0,False,1415.14,False,False,3,6,False,Fashion,15,0,ve7v7xr0@yahoo.com
1495,2,False,975.95,False,True,5,17,True,Beauty,8,0,w7jariuc@outlook.com
1626,1,True,347.68,False,True,3,4,False,Groceries,29,0,rwze4wwq@gmail.com
1322,0,False,398.79,False,True,5,20,False,Beauty,24,0,lw5oa8re@gmail.com
1187,5,False,91.69,False,False,2,9,False,Beauty,30,0,gw1mriys@gmail.com
1309,0,False,189.08,True,False,1,10,False,Home Appliances,18,0,pxasikwn@yahoo.com
853,5,False,952.58,False,False,4,4,False,Beauty,25,0,m92ohz85@gmail.com
1844,5,False,1447.09,False,False,5,9,False,Beauty,2,0,qwuk7f8n@gmail.com
1761,1,False,259.05,False,False,2,19,False,Beauty,14,0,rnjkl2ms@gmail.com
373,1,False,1457.93,False,False,3,17,False,Fashion,9,0,tlod1f2p@yahoo.com
1545,2,False,1453.66,True,True,4,19,False,Fashion,14,0,uehothbp@yahoo.com
1990,3,False,350.45,False,False,3,16,False,Fashion,30,0,vyskkyh5@gmail.com
896,5,False,795.13,False,True,5,5,False,Fashion,9,0,53x6cauu@yahoo.com
1587,0,False,27.99,False,False,5,7,False,Groceries,19,0,h8g8bn35@yahoo.com
1832,4,False,446.15,False,False,3,2,False,Home Appliances,20,0,lwwk2dcn@gmail.com
1528,1,False,1028.22,False,False,3,15,False,Groceries,14,0,ikgxy013@gmail.com
1751,0,False,565.09,False,False,1,17,False,Home Appliances,4,0,bxrnxi7f@gmail.com
1150,2,False,430.74,False,False,3,4,False,Home Appliances,16,0,yh8b4qx8@outlook.com
1676,1,False,1057.76,False,False,4,20,False,Groceries,25,0,3z5pmm44@yahoo.com
682,0,True,55.49,False,True,1,2,False,Groceries,9,0,e7458sdm@outlook.com
1166,2,False,1184.89,False,True,2,16,False,Home Appliances,12,0,3lt1wye1@yahoo.com
1315,0,True,1118.25,False,True,1,12,False,Electronics,16,0,g90hgbxg@outlook.com
539,4,False,173.43,False,True,1,3,False,Home Appliances,24,0,4ifts3ye@outlook.com
921,2,False,212.49,False,True,3,7,False,Electronics,20,0,clagmptm@yahoo.com
1231,4,False,502.06,False,True,2,16,False,Fashion,26,0,zqyo6r25@yahoo.com
1627,1,False,1364.58,False,False,5,7,False,Groceries,16,0,xxnffcqu@gmail.com
969,4,False,247.72,False,False,5,16,False,Home Appliances,26,0,eoc2o1az@gmail.com
1276,4,True,601.34,False,True,1,17,False,Groceries,10,0,yuw8x1z8@outlook.com
1744,1,False,1145.37,False,True,5,17,False,Fashion,19,0,y26nfj7j@yahoo.com
1054,2,False,266.26,False,False,1,14,False,Groceries,8,0,r9gtqid6@outlook.com
1477,3,False,734.94,False,True,2,12,True,Fashion,4,0,ibzti6xp@outlook.com
1743,1,False,340.86,False,False,2,12,False,Fashion,10,0,kd7zdfwa@yahoo.com
1218,2,False,1198.3,False,True,2,4,False,Groceries,24,0,rosa3upm@outlook.com
1701,3,False,151.8,False,True,3,17,False,Electronics,12,0,rdwm8xfz@gmail.com
816,4,False,476.76,False,False,5,18,False,Beauty,22,0,davrbmhg@outlook.com
1763,5,False,79.15,False,True,2,10,False,Fashion,5,0,8r3qo39u@outlook.com
764,2,False,16.88,False,False,1,12,False,Groceries,13,0,c03aysc5@gmail.com
1039,5,False,1484.69,False,False,2,1,False,Groceries,25,0,4us0xo6k@yahoo.com
1051,0,False,1277.46,False,True,2,2,False,Beauty,27,0,sg2vatth@outlook.com
1103,0,True,705.37,False,True,4,15,True,Groceries,4,0,5xjf9y4s@outlook.com
1667,0,False,1442.9,False,True,3,2,False,Electronics,21,0,rsvsteam@yahoo.com
573,5,True,1044.03,False,True,4,19,False,Fashion,14,0,dz1wonwy@gmail.com
1860,2,False,948.53,True,True,2,3,False,Groceries,17,0,rxlg6ygw@gmail.com
388,2,False,355.34,True,True,4,15,False,Electronics,8,0,rgjrkptz@gmail.com
788,4,False,980.59,False,True,5,12,True,Home Appliances,3,0,j8z42icb@yahoo.com
1661,2,False,782.44,False,True,4,16,True,Groceries,9,0,vu97anua@yahoo.com
974,1,False,682.42,False,True,2,12,False,Home Appliances,17,0,bksfjt2w@outlook.com
1922,2,False,487.0,False,True,5,16,False,Fashion,9,0,as8p8erz@outlook.com
1607,4,False,115.38,False,False,4,16,False,Fashion,25,0,aobth4i8@yahoo.com
1707,5,False,236.43,True,False,4,14,False,Electronics,9,0,q785ty6s@gmail.com
1181,5,False,1417.29,False,False,3,18,False,Beauty,19,0,i6k37ek0@yahoo.com
1996,4,False,1367.43,True,True,1,2,False,Home Appliances,24,0,jt0qr3wp@outlook.com
1088,2,False,932.22,False,True,2,5,False,Beauty,14,0,89fd0tvi@gmail.com
1312,5,False,753.21,False,True,4,15,False,Beauty,13,0,vjq0r7nb@gmail.com
1554,4,False,1202.17,False,False,1,9,False,Groceries,27,0,7avvgbzd@gmail.com
1346,3,False,887.58,False,False,3,7,False,Electronics,16,0,tl62t1nv@gmail.com
950,0,False,905.43,False,False,5,14,False,Electronics,1,0,2c01ne2f@yahoo.com
1146,1,False,83.37,False,False,3,5,False,Electronics,21,0,9yruzsqf@gmail.com
1297,4,False,729.37,False,True,1,19,False,Groceries,1,0,72bg8cci@gmail.com
1084,2,False,975.65,False,False,4,4,False,Electronics,29,0,1ewjst7e@outlook.com
880,5,True,28.11,False,True,2,16,False,Groceries,8,0,crcl50tb@yahoo.com
1729,5,False,58.01,False,True,4,20,False,Groceries,18,0,p1mfqlgp@gmail.com
1962,1,False,773.87,False,False,3,14,False,Beauty,28,0,eymkeydo@yahoo.com
600,5,False,764.25,False,True,3,4,False,Beauty,23,0,doycvddb@gmail.com
1802,1,False,1175.44,False,True,1,9,False,Electronics,23,0,9c9i3bfa@gmail.com
792,0,False,680.7,False,True,1,7,False,Groceries,5,0,qwwh07n8@yahoo.com
1623,5,False,1166.93,False,True,5,1,False,Home Appliances,13,0,soxsmlzj@outlook.com
1369,5,False,334.85,False,True,5,19,False,Home Appliances,29,0,38omhr4b@outlook.com
1426,0,True,1403.74,False,True,4,8,False,Electronics,12,0,448br7p9@yahoo.com
1221,4,False,967.4,False,False,3,1,True,Groceries,11,0,nid3gqs4@yahoo.com
421,1,False,24.68,True,True,1,1,False,Beauty,25,0,fo1ofq5u@gmail.com
1716,3,False,150.59,False,True,4,12,False,Fashion,16,0,pki1ot44@outlook.com
1440,0,False,487.23,False,False,4,13,False,Home Appliances,21,0,jipp20pt@outlook.com
504,4,False,595.61,False,True,3,9,False,Groceries,24,0,913p6u1g@gmail.com
758,0,False,183.96,False,True,1,7,False,Fashion,29,0,llc9rih2@gmail.com
392,5,False,1403.38,False,True,5,3,True,Beauty,1,0,x42wab1d@yahoo.com
601,3,False,1291.79,False,False,1,1,False,Beauty,27,0,pa06mpfr@gmail.com
1350,3,True,1416.77,False,False,2,13,False,Fashion,28,0,k8ynfltp@gmail.com
480,3,True,1322.4,False,True,2,14,False,Beauty,6,0,hh7yrvr1@gmail.com
1268,2,False,908.6,False,False,3,13,False,Beauty,21,0,xvvefwa3@outlook.com
672,2,False,1002.26,False,True,5,20,False,Home Appliances,20,0,0ht3rwev@outlook.com
1166,4,False,582.78,False,False,5,7,True,Electronics,26,0,5l2lcuj4@gmail.com
1560,3,False,1385.89,False,False,5,13,False,Home Appliances,11,0,di24hwzk@gmail.com
1419,4,False,820.81,False,False,4,3,False,Electronics,22,0,8e5ic6po@yahoo.com
1822,3,False,757.73,False,True,5,11,False,Home Appliances,27,0,0ujw66fg@yahoo.com
1202,4,False,453.21,False,False,4,1,False,Groceries,16,0,lsqfur4s@outlook.com
472,1,True,347.08,False,True,4,3,True,Fashion,19,0,zt1m37vd@gmail.com
1902,0,True,359.72,False,False,4,8,False,Electronics,8,0,v89hyor4@gmail.com
739,4,False,43.94,False,False,1,1,False,Home Appliances,9,0,dlks7pf5@yahoo.com
959,4,False,1084.14,False,True,5,18,False,Fashion,16,0,1ubx11yy@yahoo.com
519,4,False,1057.54,False,False,5,12,True,Groceries,13,0,v310mwjw@yahoo.com
1505,5,False,637.02,False,False,2,3,False,Groceries,11,0,o2m59jg7@outlook.com
852,2,False,990.7,False,True,3,16,False,Home Appliances,1,0,m5der5op@gmail.com
1057,3,False,515.95,False,True,3,4,False,Electronics,10,0,mewcfflb@gmail.com
1736,3,False,684.15,False,True,5,4,False,Groceries,17,0,dmjopgdw@gmail.com
991,3,False,364.82,False,False,3,11,False,Home Appliances,13,0,mjmpdhp3@outlook.com
591,2,False,190.1,False,False,3,9,False,Fashion,4,0,amm9ttup@yahoo.com
751,4,False,1167.23,False,True,1,16,False,Home Appliances,29,0,uqk21wzm@yahoo.com
813,0,False,123.87,False,False,3,7,False,Groceries,8,0,y9ba2myv@outlook.com
1773,5,False,1015.13,False,True,1,4,False,Beauty,21,0,exxvsy8a@yahoo.com
1676,1,False,530.27,False,False,5,10,False,Home Appliances,8,0,6koaxa10@outlook.com
528,0,True,1174.91,False,True,3,8,False,Home Appliances,29,0,116w6ie1@yahoo.com
701,5,False,239.41,False,True,1,14,False,Beauty,12,0,lpwu7akd@outlook.com
375,4,False,996.2,False,True,3,5,False,Beauty,25,0,k5o8st6a@outlook.com
1377,3,False,957.12,False,True,4,18,False,Home Appliances,7,0,1ziqyj97@gmail.com
1253,4,True,1491.72,False,True,1,4,False,Electronics,14,0,sd6e8hv5@outlook.com
1963,5,True,406.56,False,False,4,11,False,Fashion,16,0,0so4e3e6@gmail.com
732,2,False,1362.11,False,False,2,6,False,Electronics,21,0,q9vp3yq8@outlook.com
1525,4,False,1020.06,False,False,3,19,False,Home Appliances,29,0,nrgs40ip@outlook.com
1321,1,False,1327.4,False,True,5,9,False,Groceries,1,0,1qwilyld@yahoo.com
1763,1,False,1057.55,False,True,3,16,False,Fashion,27,0,6ypfudqa@yahoo.com
1275,5,False,964.54,False,False,2,7,False,Electronics,15,0,z1q4qu14@yahoo.com
1791,3,False,138.74,False,False,3,20,False,Groceries,9,0,cxrvv77c@yahoo.com
1796,4,False,1198.13,False,True,4,19,False,Electronics,11,0,2li2mg6g@yahoo.com
1819,1,False,763.37,False,False,1,13,False,Home Appliances,14,0,m0o44yv0@outlook.com
830,4,False,1226.89,False,False,3,4,False,Fashion,21,0,uk9l4mu1@gmail.com
1283,5,False,7.75,False,False,1,18,False,Electronics,26,0,zgacvjjm@gmail.com
1395,4,False,834.04,False,False,2,10,False,Groceries,27,0,aau76bub@outlook.com
1645,3,False,871.83,True,False,4,18,False,Electronics,15,0,0l7lm2dv@gmail.com
798,2,False,67.29,True,True,5,11,False,Groceries,15,0,cufgqtc0@gmail.com
836,0,False,75.4,False,True,1,13,False,Fashion,5,0,7qx4jlai@outlook.com
1085,3,False,571.6,False,True,3,1,False,Electronics,24,0,tybixfwe@outlook.com
1815,1,False,889.9,False,False,5,4,False,Groceries,13,0,pqkco7o8@outlook.com
668,3,False,1205.91,False,False,3,12,False,Electronics,3,0,78c5a23m@outlook.com
909,4,False,796.58,False,True,3,2,False,Fashion,7,0,7t7hkxmk@gmail.com
1470,4,False,1018.11,False,True,1,6,False,Beauty,1,0,2egabipa@yahoo.com
542,0,False,405.16,False,False,5,15,False,Electronics,18,0,vdmnfn0b@yahoo.com
886,5,False,119.39,False,True,1,12,False,Beauty,24,0,bhgyz20h@outlook.com
1255,1,False,982.32,False,True,3,10,False,Beauty,24,0,nizflduw@outlook.com
1538,3,False,307.64,False,False,3,6,False,Groceries,20,0,0afr06es@yahoo.com
651,5,False,525.74,False,False,3,5,False,Home Appliances,21,0,nz4y7t49@outlook.com
417,2,False,1109.43,False,True,4,5,False,Electronics,23,0,annstesl@gmail.com
664,5,False,1438.78,False,True,1,17,False,Electronics,26,0,jw0kdyou@outlook.com
1500,0,False,882.63,False,False,2,13,False,Groceries,14,0,stsr2bwr@outlook.com
1473,3,False,1394.19,False,True,3,16,False,Beauty,26,0,88stdjfw@gmail.com
1856,4,False,565.83,False,False,2,20,False,Groceries,12,0,ppbdztkh@gmail.com
903,4,False,914.41,False,False,5,6,False,Beauty,25,0,crz0smg9@gmail.com
1901,5,False,1218.92,False,False,4,15,False,Fashion,29,0,kj7vckbt@yahoo.com
1559,3,False,728.39,False,False,4,5,False,Home Appliances,10,0,fd4xb8ff@outlook.com
570,2,False,864.82,False,True,2,19,False,Beauty,1,0,bxvteh73@yahoo.com
1685,3,False,770.97,False,True,1,8,False,Beauty,8,0,x4h9vgy2@gmail.com
1819,4,False,978.79,False,True,1,20,False,Groceries,11,0,9u9vc6cj@gmail.com
1738,5,False,796.37,False,True,1,9,False,Beauty,21,0,sazydqz7@outlook.com
1506,1,False,1023.85,False,True,5,16,False,Home Appliances,27,0,dinkyold@yahoo.com
431,0,False,247.76,False,False,4,17,False,Electronics,5,0,conod87l@outlook.com
1916,1,False,372.77,False,True,2,12,False,Groceries,29,0,lhv0h1qb@outlook.com
903,2,False,828.94,False,True,4,12,False,Electronics,17,0,cvxp9bnl@yahoo.com
902,0,True,122.86,False,False,5,4,False,Beauty,15,0,7lgrazkh@outlook.com
1470,4,False,1057.78,False,True,3,5,False,Groceries,23,0,utbjm2gh@outlook.com
1152,0,False,715.72,False,False,4,18,False,Electronics,12,0,0u1jqg9b@yahoo.com
668,5,True,754.37,False,True,1,18,False,Home Appliances,16,0,k1wjgpx8@yahoo.com
826,0,False,1499.65,False,False,4,17,False,Fashion,27,0,yul4k0dc@yahoo.com
1217,1,False,1492.99,False,False,2,14,False,Home Appliances,15,0,qn8dmr8d@gmail.com
486,3,False,775.29,False,True,1,17,True,Beauty,15,0,hf5r8lk0@outlook.com
1596,0,False,106.42,False,False,5,10,True,Beauty,28,0,u9tgkgd0@gmail.com
539,1,False,42.79,False,True,4,6,False,Electronics,29,0,xbuqjeay@outlook.com
1559,4,False,396.5,False,True,1,11,False,Home Appliances,12,0,mwb6rt69@yahoo.com
1301,3,False,1481.05,False,False,4,7,False,Electronics,2,0,j73exogy@yahoo.com
1756,0,False,615.05,False,False,1,18,False,Fashion,9,0,ykarjvgq@yahoo.com
813,2,False,1418.62,False,True,1,18,False,Fashion,21,0,vjzpez6r@gmail.com
1736,1,False,1060.68,False,True,5,19,False,Groceries,12,0,lyp2si97@outlook.com
1190,3,False,439.94,False,False,3,1,False,Groceries,30,0,m6guficg@gmail.com
1143,5,True,1414.79,False,False,2,9,False,Home Appliances,28,0,b29uagag@yahoo.com
898,4,False,1194.08,False,True,5,17,False,Home Appliances,26,0,xgheqc00@yahoo.com
607,1,False,905.5,False,False,2,9,False,Beauty,30,0,67pva077@yahoo.com
1398,0,False,1383.39,False,False,1,8,False,Beauty,8,0,crasqwcv@gmail.com
530,1,False,1348.22,False,True,3,11,False,Fashion,30,0,qj709uk9@outlook.com
1332,3,False,1266.11,False,True,1,3,False,Electronics,6,0,x5kycni1@yahoo.com
1587,5,False,713.24,False,False,3,9,True,Fashion,16,0,gpgnvmdz@yahoo.com
1522,3,False,537.83,False,False,5,18,False,Fashion,19,0,8on2ju0h@gmail.com
1868,5,False,440.88,False,False,2,18,False,Electronics,13,0,h77gne3a@yahoo.com
1150,0,False,66.24,False,True,5,4,True,Fashion,22,0,h8ehta7z@gmail.com
1902,2,False,1062.22,False,True,1,5,False,Groceries,2,0,v0ihalyu@outlook.com
1199,1,False,263.84,False,True,3,1,False,Home Appliances,17,0,px8a94c2@yahoo.com
1304,3,False,1095.6,False,True,2,5,False,Electronics,24,0,jr899xxt@gmail.com
1107,2,False,1074.22,False,False,3,9,False,Home Appliances,2,0,i32yqqfp@outlook.com
1443,1,True,1205.5,False,False,4,10,False,Electronics,15,0,ayj75uee@gmail.com
1985,0,True,356.27,False,False,1,5,False,Electronics,23,0,7gvr1q2s@gmail.com
1362,2,False,890.7,False,False,4,3,False,Electronics,30,0,1buqixrx@yahoo.com
1795,1,False,298.7,False,False,3,13,False,Fashion,15,0,rkozdqj5@outlook.com
599,0,False,1355.7,False,True,1,18,False,Electronics,28,0,vxwcqdkq@gmail.com
950,3,False,869.86,False,True,3,4,False,Beauty,16,0,gz9xexsa@gmail.com
831,2,False,873.82,False,True,2,2,True,Electronics,8,0,mclnfe4o@yahoo.com
1233,4,False,1325.95,True,True,3,14,True,Electronics,20,0,z1w4fi3f@outlook.com
610,2,False,416.79,False,False,1,17,False,Fashion,21,0,50u478rv@outlook.com
1899,3,False,336.45,False,True,4,3,False,Fashion,14,0,20vxz09b@gmail.com
1762,1,False,1091.8,False,True,1,9,False,Fashion,9,0,mv334ilc@outlook.com
1431,3,False,495.77,False,False,1,11,False,Electronics,24,0,59ghtivd@gmail.com
1325,2,False,1478.77,False,False,4,8,False,Groceries,5,0,f6jjy8xy@gmail.com
553,4,False,948.72,False,True,2,9,False,Home Appliances,23,0,oi65li1i@yahoo.com
1811,5,False,32.61,True,True,2,11,False,Fashion,10,0,p064nqe2@gmail.com
1548,2,False,245.99,False,True,2,8,False,Beauty,4,0,qcmnzkc2@yahoo.com
1132,0,True,527.22,False,True,5,11,False,Home Appliances,26,0,1cbsxx8b@yahoo.com
1606,1,False,565.27,False,False,4,8,False,Groceries,14,0,8qt6dzr4@yahoo.com
1513,0,False,974.97,False,True,3,3,False,Fashion,28,0,pkrgnj61@gmail.com
1425,1,False,750.1,False,False,3,13,False,Fashion,22,0,dwcm4bgv@outlook.com
1890,4,False,211.01,False,False,4,20,False,Beauty,5,0,z4uhnevq@outlook.com
495,5,False,89.77,False,False,4,20,False,Home Appliances,23,0,kgag1xq9@outlook.com
1777,4,False,763.62,False,False,5,1,False,Fashion,19,0,hrs5rj58@outlook.com
1888,0,False,88.93,False,False,2,7,False,Electronics,15,0,cie7oya6@gmail.com
1626,5,False,772.0,False,True,5,3,False,Electronics,6,0,onekm94g@yahoo.com
1073,2,False,229.3,False,False,4,12,False,Groceries,5,0,hvki938q@gmail.com
436,2,False,1159.64,False,True,4,12,False,Electronics,22,0,0btwnwlj@gmail.com
723,0,False,183.31,False,True,1,18,False,Fashion,23,0,lbztortt@outlook.com
874,1,False,851.61,False,True,3,11,False,Electronics,10,0,bpmyp7jj@yahoo.com
1631,1,False,261.87,False,False,1,14,False,Fashion,20,0,v1bctz9b@outlook.com
1326,2,True,1372.14,False,True,1,20,False,Groceries,13,0,uubptasu@outlook.com
1251,5,False,687.22,True,False,5,9,False,Beauty,30,0,syj7vhoj@outlook.com
1353,4,False,565.4,False,True,4,15,False,Groceries,25,0,biaiswte@outlook.com
1418,3,False,1086.15,False,True,1,8,False,Groceries,6,0,epz8cbzp@outlook.com
565,5,False,16.08,False,False,4,7,False,Beauty,23,0,gv8sdmpk@yahoo.com
1416,4,False,353.48,False,False,1,3,False,Electronics,11,0,5780l4qb@yahoo.com
929,0,True,333.95,False,False,1,19,False,Groceries,9,0,d7lib3gc@gmail.com
1786,4,False,382.08,False,False,1,2,False,Electronics,23,0,2ngtb0oa@outlook.com
1253,5,False,932.71,False,True,2,16,False,Beauty,18,0,9wy1oate@yahoo.com
1146,0,False,1399.12,False,False,4,13,False,Groceries,3,0,gzclqjqw@yahoo.com
1963,2,False,729.9,False,False,3,18,False,Electronics,20,0,lpxkkchy@gmail.com
1847,0,False,1122.72,False,False,3,14,False,Beauty,19,0,kdv75ssw@outlook.com
936,4,False,650.4,False,True,4,7,False,Groceries,3,0,jhggl0oj@outlook.com
578,5,True,476.76,True,True,5,9,False,Electronics,2,0,5ce089d3@yahoo.com
1586,3,True,143.52,False,True,4,2,False,Beauty,10,0,cmcrbzmf@gmail.com
857,0,False,945.3,False,False,4,2,False,Beauty,21,0,quk4s7ue@yahoo.com
674,0,False,1052.25,False,False,4,11,False,Fashion,29,0,3biubc94@gmail.com
1610,0,False,606.05,True,False,3,20,True,Groceries,7,0,spl0qjbg@yahoo.com
580,3,True,1301.61,False,True,2,17,False,Home Appliances,17,0,suy52fxg@gmail.com
1066,2,False,409.9,False,False,1,4,False,Groceries,22,0,2dp31gmk@gmail.com
1614,0,False,1062.33,False,False,2,16,False,Beauty,7,0,3nqiicj6@outlook.com
948,5,False,1406.07,False,False,2,10,False,Fashion,30,0,drz0j82d@yahoo.com
594,0,False,408.23,False,True,1,5,False,Groceries,15,0,pzepslvf@yahoo.com
1441,2,False,51.11,False,False,2,9,False,Home Appliances,10,0,yeyaw2yd@gmail.com
1526,3,False,222.84,True,True,1,1,False,Fashion,5,0,colx5qge@outlook.com
1903,4,False,497.27,False,True,2,1,False,Home Appliances,24,0,8ot29xna@gmail.com
